KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-poËet parcel;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-poËet parcel;Chmelnice(3)-v˝mÏra;Vinice(4)-poËet parcel;Vinice(4)-v˝mÏra;Zahrada(5)-poËet parcel;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-poËet parcel;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-poËet parcel;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-poËet parcel;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-poËet parcel;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-poËet parcel;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-poËet parcel;OstatnÌ plocha(14)-v˝mÏra
746720;Sedlec u »esk˝ch BudÏjovic;583;1854340;100;817724;0;0;0;0;47;40778;0;0;44;262943;4;18960;29;370036;158;54287;201;289612;
746738;Vlhlavy;437;4483805;108;2046133;0;0;0;0;46;28970;0;0;75;706614;11;31156;47;1454039;59;34731;91;182162;
746746;»ankov;267;1109894;28;462154;0;0;0;0;55;27384;0;0;38;202778;5;229559;5;3425;46;17304;90;167290;
746754;Sedlec u Karlov˝ch Var;1036;2130410;50;670837;0;0;0;0;163;102531;1;2633;92;279343;7;46154;11;55511;405;72365;307;901036;
746762;Sedlec u Kralovic;1260;5967985;512;4097901;0;0;0;0;25;21636;0;0;293;703682;23;666727;94;168288;53;52536;260;257215;
746771;Sedlec u Libochovic;1457;3987414;685;3334935;0;0;0;0;144;89894;64;165615;53;27266;61;123224;104;29386;140;56937;206;160157;
746789;Sedlec u Mikulova;2840;20782064;708;10291806;0;0;288;2133441;273;152549;4;86466;18;190422;72;3664381;43;1922738;574;193427;860;2146834;
746801;Sedlec u N·mÏötÏ nad Oslavou;1278;9430699;335;3446242;0;0;0;0;131;107075;0;0;61;191836;119;3380852;22;73546;271;131773;339;2099375;
746819;PrËice;2091;5887174;713;3493976;0;0;0;0;198;137294;6;45165;359;662115;105;801860;83;178618;342;126104;285;442042;
746827;Sedlec u Votic;2106;3641995;536;2316730;0;0;0;0;268;190650;15;46065;305;445588;36;125527;93;56769;502;138287;351;322379;
746835;Sedlejov;3082;7488725;810;3831973;0;0;0;0;191;126418;17;24336;625;991840;639;1878558;134;84560;137;77061;529;473979;
746843;Jilem u SedletÌna;1388;6444100;486;3126190;0;0;0;0;88;48141;10;14022;339;849176;174;2032570;53;181366;98;49504;140;143131;
746851;SedletÌn;1820;4712201;673;2878858;0;0;0;0;111;70668;0;0;408;755335;243;702753;10;8602;159;67041;216;228944;
746860;Vesel· u SedletÌna;1028;2555265;484;1728684;0;0;0;0;44;15825;0;0;161;366715;187;315443;3;3750;51;23126;98;101722;
746878;Sedlice u éelivi;1822;5519577;420;2347442;0;0;0;0;137;82937;0;0;214;381275;280;2166471;62;217170;310;75757;399;248525;
746886;NÏmËice u Sedlice;294;1236689;85;721002;0;0;0;0;17;17007;0;0;45;116580;43;309033;1;754;25;10178;78;62135;
746894;Sedlice u BlatnÈ;5887;17717522;2095;9548852;0;0;0;0;355;331367;30;126925;910;1798995;315;3910819;404;701641;654;272905;1124;1026018;
746908;Sedlice u Domaûlic;636;1407086;237;1036522;0;0;0;0;37;19447;7;12490;144;259485;2;428;32;8575;50;23999;127;46140;
746916;Kr·snice;501;1880076;112;1475214;0;0;0;0;86;54597;1;19505;39;70958;0;0;9;23116;63;36339;191;200347;
746924;Sedlice u Hradce Kr·lovÈ;496;3238210;168;2584549;0;0;0;0;93;57996;0;0;33;130019;0;0;8;18475;112;60864;82;386307;
746941;SedliötÏ u Litomyöle;828;3692928;163;2853691;0;0;0;0;117;68899;1;7244;84;292309;59;165021;27;24796;117;43027;260;237941;
746983;SedliötÏ ve Slezsku;3266;9910328;716;4211928;0;0;0;0;563;515830;0;0;433;1858195;174;2490058;34;69077;677;201810;669;563430;
747009;Sedlnice;3817;13721584;661;8496689;0;0;0;0;650;626878;2;8741;249;506435;312;2318654;245;247443;722;318461;976;1198283;
747017;BÌl· u Sedla;535;4770030;48;723436;0;0;0;0;25;30204;1;3816;89;1018847;145;2642232;13;17326;47;16095;167;318074;
747025;Lhota u Sedla;589;3326355;42;539354;0;0;0;0;44;26246;0;0;99;925573;76;1359848;32;86341;51;17309;245;371684;
759805;Budov u Sv·dova;324;1486483;11;49811;0;0;0;0;31;19200;3;11518;121;871182;36;452411;0;0;32;10614;90;71747;
759813;Oleönice u Sv·dova;438;819617;8;53251;0;0;0;0;98;49139;0;0;142;256199;39;385946;6;5221;78;12091;67;57770;
759830;Sv·dov;1947;2577147;127;523748;0;0;0;0;406;212500;5;35373;263;420166;29;757899;9;210561;648;104522;460;312378;
759856;Svahy;465;4893917;29;1525047;0;0;0;0;56;33224;1;16299;104;955158;96;2023605;7;36899;53;25300;119;278385;
759864;VÌûka;468;4257081;7;62373;0;0;0;0;32;18979;3;14147;41;1113722;51;2743389;2;134139;134;17470;198;152862;
759872;Zliv nad MûÌ;554;4882264;40;1643179;0;0;0;0;50;30352;0;0;87;715719;101;2011295;18;157420;102;26058;156;298241;
759899;Sv·rov u UnhoötÏ;1052;4209912;321;2205179;0;0;0;0;159;110517;2;9813;73;187367;56;1390861;35;51048;265;77402;141;177725;
759902;Sv·rov u Velk˝ch Opatovic;482;2447860;22;702423;0;0;0;0;70;42259;7;26068;140;772068;65;731363;4;4225;50;19421;124;150033;
759911;Sv·rov u UherskÈho HradiötÏ;708;1908683;99;1230883;0;0;0;0;112;92441;1;3118;91;319929;45;39613;17;13580;156;58662;187;150457;
759937;MilÌkovice;571;2502642;106;1130902;0;0;0;0;33;33216;1;2687;127;768086;72;300199;29;43700;35;24171;168;199681;
759945;Svaryöov;471;1881271;170;1255826;0;0;0;0;19;16940;0;0;44;178822;55;287642;42;15098;33;17435;108;109508;
759953;Sva¯eÚ;996;3355580;327;2422607;0;0;0;0;133;83206;0;0;117;106854;193;544654;9;11322;72;32736;145;154201;
759961;Svat·;1224;5497769;178;988292;0;0;0;0;359;210753;15;76392;102;500983;10;3423665;9;4556;339;84463;212;208665;
759970;Svat· Ma¯Ì;1285;4156434;175;1127126;0;0;0;0;110;37885;0;0;241;790590;101;1775328;9;16408;206;38138;443;370959;
759988;TrhonÌn;1035;3039469;131;774861;0;0;0;0;57;44435;0;0;248;708310;117;1222275;47;17778;96;19809;339;252001;
760005;»ist· u Svatavy;273;6870113;2;36651;0;0;0;0;16;8207;0;0;65;289476;7;243944;7;68947;102;12637;74;6210251;
760021;Svatava;1825;4717632;25;115445;0;0;0;0;356;172118;0;0;27;117774;38;1899123;21;138028;764;197462;594;2077682;
760056;SvatÈ Pole;1391;3951970;410;2460518;0;0;0;0;191;131355;0;0;209;597020;14;99475;51;261685;276;91152;240;310765;
760064;Rakov u Svatkovic;316;1653753;104;1167204;0;0;0;0;38;30613;0;0;31;162559;20;177896;7;13963;46;26837;70;74681;
760072;Svatkovice;466;3687278;142;2248794;0;0;0;0;47;38201;0;0;79;409870;29;676143;30;96395;59;33019;80;184856;
760081;Mist¯Ìn;7818;10616285;4008;8463789;0;0;237;184862;448;200570;0;0;43;129172;378;638822;146;46561;692;262253;1866;690256;
760099;Svatobo¯ice;11616;12507895;5336;8813958;0;0;412;618525;542;318301;91;97466;569;519724;646;1043335;176;83305;985;364324;2859;648957;
760102;Svatoslav u Tiönova;3194;8475254;1349;4773915;0;0;0;0;244;218385;6;21212;260;278366;498;2604063;38;46035;251;112472;548;420806;
760111;Svatoslav u T¯ebÌËe;3286;19289732;697;3100082;0;0;0;0;111;65794;0;0;725;2663763;495;12697023;166;75611;187;81906;905;605553;
760129;Braûn·;504;2356537;113;1040963;0;0;0;0;31;25344;0;0;80;370234;82;734333;17;22783;38;19463;143;143417;
760145;Dr·ûkov;1981;5680774;480;2708663;0;0;0;0;165;101425;0;0;296;761153;302;1487635;29;98572;137;54826;572;468500;
760153;HojöÌn;744;1907378;43;179328;0;0;0;0;87;44196;0;0;171;455326;100;844325;20;152516;146;25206;177;206481;
760161;Hrachov;1849;6254017;312;1936401;0;0;0;0;116;55179;0;0;387;965770;244;2227361;26;523788;240;48436;524;497082;
760188;Skr˝öov u SvatÈho Jana;998;5424634;193;1666680;0;0;0;0;75;48244;2;7325;159;513399;131;2728273;19;33851;93;49873;326;376989;
760218;Chlum nad MalöÌ;694;4589598;53;1229098;0;0;0;0;34;39434;0;0;29;224989;418;2699078;15;235034;53;18283;92;143682;
760226;Sedlce;1434;6437598;372;2386291;0;0;0;0;108;133103;0;0;308;934441;250;1816028;13;859146;120;37079;263;271510;
760234;Svat˝ Jan nad MalöÌ;1423;1925764;155;431233;0;0;0;0;196;126155;0;0;458;917579;66;206250;30;19369;230;50522;288;174656;
760269;Svat˝ Jan pod Skalou;996;4056037;5;15659;0;0;0;0;141;85437;4;27981;68;314637;311;3229568;16;49986;271;57351;180;275418;
760285;SvÈbohov;2226;6144840;404;2161577;0;0;0;0;245;147026;0;0;424;1369476;448;2023129;34;29937;241;67663;430;346032;
760293;SvÈpravice;1185;5146456;288;2874473;0;0;0;0;83;36607;0;0;182;537389;163;1334660;29;77930;143;51362;297;234035;
760307;SvÈradice;2334;11182673;695;7235178;0;0;0;0;142;86506;0;0;276;933268;319;1528593;44;195775;272;111675;586;1091678;
760315;SvÈsedlice;652;3027818;225;2520915;0;0;0;0;74;47175;3;17454;61;101348;6;29445;26;31383;110;46200;147;233898;
760323;SvÏtce;1414;7593086;286;3146728;0;0;0;0;125;106832;0;0;292;1125122;197;2617346;68;90957;116;52466;330;453635;
760331;ChotÏjovice;912;2283933;40;399055;0;0;0;0;93;53155;0;0;3;113709;1;6686;17;107366;273;118165;485;1485797;
760340;Chotovenka;67;1699914;6;70034;0;0;0;0;0;0;0;0;10;294988;11;705101;3;36066;2;349;35;593376;
760366;SvÏtec;838;3402735;43;513936;0;0;0;0;100;64148;0;0;44;1190721;17;423708;5;17686;220;94249;409;1098287;
760374;ätrbice;570;2782861;33;470997;0;0;0;0;103;61314;2;22679;90;365522;27;1030589;5;12196;112;29546;198;790018;
760382;Pohradice;528;2174936;95;696106;0;0;0;0;52;31098;2;37629;85;642516;33;424666;0;0;56;12079;205;330842;
760391;SvÏtice u ÿÌËan;1632;1174417;342;490828;0;0;0;0;398;239399;5;13631;63;54995;9;118526;18;3587;534;91320;263;162131;
760404;SvÏtl· pod Javo¯icÌ;930;3558119;4;4496;0;0;0;0;81;35895;0;0;257;1809305;135;1054070;5;2535;66;23286;382;628532;
760412;AndÏlsk· Hora ve Slezsku;1224;15900730;19;57483;0;0;0;0;213;96132;0;0;238;3477544;51;11642193;14;40401;271;83361;418;503616;
760421;DÏt¯ichovice;1117;8757088;49;1605585;0;0;0;0;129;115046;0;0;253;2902173;233;3728862;2;1596;128;55137;323;348689;
760447;Star· Voda v JesenÌk·ch;623;3608366;32;1317674;0;0;0;0;46;40367;0;0;150;1198473;44;771970;6;5159;83;27781;262;246942;
760455;Such· Rudn·;817;11324322;26;63983;0;0;0;0;57;42424;0;0;166;1472782;87;9324736;14;20474;145;43604;322;356319;
760463;SvÏtl· ve Slezsku;1636;11142016;52;538019;0;0;0;0;140;96117;0;0;391;7571938;62;1702589;38;72997;400;146420;553;1013936;
760471;DolnÌ Bohuöice;699;2612733;141;464163;0;0;0;0;46;27877;0;0;181;90090;136;1938694;33;26760;67;18370;95;46779;
760480;HornÌ Bohuöice;994;1596507;279;762701;0;0;0;0;105;58522;0;0;153;190740;63;351449;33;45291;150;41225;211;146579;
760510;SvÏtl· nad S·zavou;4832;5217724;652;2152817;0;0;0;0;941;412048;0;0;373;470763;70;491798;58;212709;1889;397229;849;1080360;
760536;Z·vidkovice;915;2344689;327;1363738;0;0;0;0;77;37919;0;0;143;261128;94;476609;27;33824;106;41168;141;130303;
760544;éebr·kov u SvÏtlÈ nad S·zavou;277;3480669;25;393842;0;0;0;0;36;38506;0;0;65;299193;40;2619849;14;36301;45;16203;52;76775;
760579;SvÏtl· pod JeötÏdem;1989;7922273;104;345503;0;0;0;0;310;285622;15;88971;678;1685575;165;5055708;8;10107;326;80280;383;370507;
760587;SvÏtlice;1435;3244250;360;1477459;0;0;0;0;133;77629;5;13753;281;484180;162;944114;23;57826;184;46962;287;142327;
760609;Skubice;760;14334833;23;3029141;0;0;0;0;14;6382;0;0;136;2745588;175;7709385;8;17867;73;19597;331;806873;
760617;SvÈraz;270;1930809;15;187300;0;0;0;0;19;16268;2;5630;64;602943;29;937292;2;7215;27;10162;112;163999;
760625;SvÏtlÌk;990;17040835;6;15128;0;0;0;0;21;13351;0;0;241;7394628;141;5704806;34;171366;121;39307;426;3702249;
760633;Dvo¯etÌn;104;2160670;3;281839;0;0;0;0;0;0;0;0;16;975340;22;715738;11;21803;11;2605;41;163345;
711918;Oplocany;1434;5452641;675;4812009;0;0;0;0;224;143878;0;0;18;5134;3;18757;15;80052;260;94909;239;297902;
711926;OpoËnice;814;10926167;112;8832544;0;0;0;0;174;136110;10;61753;17;19115;13;1177392;29;39951;308;189918;151;469384;
711934;»·nka;1265;4256712;375;3347834;0;0;0;0;129;80975;0;0;249;419611;24;30044;149;32645;150;106034;189;239569;
711951;OpoËno pod Orlick˝mi horami;3285;9754134;540;4526441;0;0;0;0;540;349189;76;137689;108;449826;41;2334745;45;376620;1317;419008;618;1160616;
711977;KanÌn;913;3947633;296;2434577;0;0;0;0;100;57812;3;10834;15;127388;114;715104;15;62411;156;76312;214;463195;
711985;Opol·nky;675;1654450;250;1272107;0;0;0;0;91;77303;0;0;63;99214;0;0;17;35386;124;52407;130;118033;
711993;Opolany;1683;5658805;672;4608954;0;0;0;0;149;86747;0;0;150;282138;40;121771;76;81339;266;134256;330;343600;
712001;Oökobrh;234;942767;66;816100;0;0;0;0;59;58214;0;0;0;0;0;0;6;3574;62;27211;41;37668;
712019;Oponeöice;2260;5171688;1247;4149884;0;0;0;0;146;80909;1;16137;296;399219;38;206368;150;33969;154;72102;228;213100;
712027;Oprechtice na äumavÏ;1760;4226857;303;1062834;0;0;0;0;141;97103;0;0;509;1739476;136;970717;59;26754;133;46006;479;283967;
712035;Oprechtice ve Slezsku;527;579486;187;354278;0;0;0;0;81;63785;0;0;57;57881;15;4486;1;131;116;34007;70;64918;
712043;Oprostovice;759;2665408;269;2218529;0;0;0;0;71;88369;0;0;53;124789;16;44992;138;31905;78;33768;134;123056;
712060;KleËetnÈ;1151;3888619;409;1427434;63;99685;0;0;74;55450;2;8456;66;104015;171;1964455;76;25009;69;30074;221;174041;
712078;Or·Ëov;1849;12149229;583;5170492;45;261068;0;0;142;118536;2;5042;34;89726;108;5545107;168;173276;287;139698;480;646284;
712086;Orel;1871;6437388;861;5255927;0;0;0;0;257;170648;7;78994;138;392303;11;36086;17;15069;338;154905;242;333456;
712094;VlËnov u Chrudimi;537;1900984;198;1636522;0;0;0;0;69;34892;6;33947;5;4584;0;0;26;12839;110;52014;123;126186;
712108;Dobr· Voda u OrlickÈho Podh˘¯Ì;868;2802977;130;960091;0;0;0;0;114;83585;0;0;182;466528;127;1081872;7;27107;83;21344;225;162450;
712141;RviötÏ;1881;7272767;174;1877283;0;0;0;0;265;225623;3;12100;560;1681664;172;3079048;36;47549;199;66414;472;283086;
712159;ÿÌËky u OrlickÈho Podh˘¯Ì;1571;3451421;328;1486266;0;0;0;0;217;95413;0;0;371;535421;126;1131165;1;856;230;41024;298;161276;
712167;Bed¯ichovka;201;1848253;0;0;0;0;0;0;1;2091;0;0;82;552285;25;1166046;6;11211;21;7064;66;109556;
712175;»ern· Voda u OrlickÈho Z·ho¯Ì;541;7911251;14;108100;0;0;0;0;1;108;0;0;136;811361;218;6797478;26;15210;26;4821;120;174173;
712183;Jadrn·;334;4112118;2;2240;0;0;0;0;4;4446;0;0;169;2520317;32;1383476;12;51521;58;15686;57;134432;
712191;Kunöt·t u OrlickÈho Z·ho¯Ì;779;9724380;2;1810;0;0;0;0;5;3482;0;0;397;3427989;40;5755830;39;188411;146;60512;150;286346;
712205;TrËkov;254;5532679;0;0;0;0;0;0;1;52;0;0;126;1519969;44;3762434;5;16953;26;8200;52;225071;
712221;OrliËky;2225;8649746;88;2291072;0;0;0;0;218;120335;0;0;694;1885335;440;3895768;9;11048;292;54210;484;391978;
712230;KoûlÌ u OrlÌka;805;4335402;67;502090;0;0;0;0;37;29212;0;0;121;843844;83;978947;17;1058908;221;24468;259;897933;
712248;OrlÌk nad Vltavou;1088;9039186;84;1448034;0;0;0;0;238;180697;3;30552;109;505765;43;4330008;20;1628488;339;99585;252;816057;
712272;Orlov;862;3056179;100;316380;0;0;0;0;146;122514;0;0;286;740216;28;1743612;5;147;148;40054;149;93256;
712302;Orlov u Jistebnice;2733;10606294;558;3266972;0;0;0;0;188;154859;0;0;752;3245509;191;2774593;147;339463;210;116196;687;708702;
712361;Orlov·;4734;5189274;324;641074;0;0;0;0;1431;1017627;9;77981;149;80614;144;700465;110;73240;709;222474;1858;2375799;
712434;Lazy u OrlovÈ;2321;5973874;196;580060;0;0;0;0;432;470435;58;433968;91;99817;270;1456083;78;302281;317;111017;879;2520213;
712493;Poruba u OrlovÈ;6575;5624027;655;970915;0;0;0;0;1246;866399;50;422915;302;278515;68;501375;124;413500;2410;498762;1720;1671646;
712531;HornÌ LutynÏ;8190;7881960;1074;2460782;0;0;0;0;1039;827933;14;56790;284;576157;319;1015889;84;126493;2402;649932;2974;2167984;
712591;Orlovice;1418;14469781;151;5602760;0;0;0;0;236;143959;14;42279;35;93128;127;7968111;23;27683;283;95004;549;496857;
712604;O¯ech;1628;4777734;612;3759244;0;0;0;0;224;105299;15;16799;31;28904;63;493527;14;14702;459;113758;210;245501;
712612;O¯echov;7862;19676556;2750;14078311;0;0;39;46409;887;454878;6;29732;139;295837;1146;2776895;152;102685;1139;393497;1604;1498312;
712647;O¯echov u TelËe;768;2895495;183;1643486;0;0;0;0;38;36560;0;0;162;574602;98;380778;15;40821;50;25859;222;193389;
712655;O¯echov u UherskÈho HradiötÏ;2040;5938478;594;2987799;0;0;74;1186917;288;147444;17;372997;49;114168;9;505746;9;23306;404;114469;596;485632;
712663;O¯echov u K¯iûanova;2319;5344613;988;3080398;0;0;0;0;177;122271;1;2406;450;664591;109;496414;48;395625;248;76702;298;506206;
712680;O¯eöÌn;1233;3064521;344;590933;0;0;0;0;267;167373;13;26476;33;49996;41;2023052;2;9102;263;51164;270;146425;
712698;OseË;519;1565430;102;604075;0;0;0;0;91;70813;3;10820;128;457397;10;325610;26;13485;79;22446;80;60784;
712701;OseËany;1829;6151184;520;2896774;0;0;0;0;133;88635;2;7905;191;529744;343;1982467;11;85771;174;70061;455;489827;
712728;VelbÏhy;583;2207715;116;1166542;0;0;0;0;44;23487;0;0;143;533599;75;270989;11;9260;33;17963;161;185875;
712744;OseËek;1068;4877043;97;2642513;0;0;0;0;138;101961;5;23343;68;542803;173;919597;45;191702;256;74965;286;380159;
712752;Chrastn·;439;3995253;28;564247;0;0;0;0;14;4822;0;0;81;233701;53;2740764;43;167863;93;18191;127;265665;
712761;Kotel;619;4361519;87;1832245;0;0;0;0;52;26855;0;0;137;318957;128;1984740;1;991;75;21184;139;176547;
712779;L·znÏ Kundratice;1396;7888715;160;2354298;0;0;0;0;150;103877;0;0;315;1263806;115;3559413;20;29756;265;70995;371;506570;
712787;OseËn·;998;2976502;109;1548413;0;0;0;0;129;87224;0;0;163;409423;76;559118;23;42275;245;63152;253;266897;
712795;Z·brdÌ u OseËnÈ;661;2610916;3;96594;0;0;0;0;37;30612;0;0;209;935913;174;1349884;8;5510;85;20898;145;171505;
712809;Lomy u OseËnice;478;1704681;33;239820;0;0;0;0;13;9025;0;0;173;591799;92;777060;5;4017;59;20353;103;62607;
712817;OseËnice;1872;6136070;333;2406870;0;0;0;0;214;158086;0;0;497;1260588;211;1927948;48;22922;175;76886;394;282770;
712841;Osek u Ho¯ovic;3779;4968387;830;2535586;0;0;0;0;321;214953;11;45137;615;946869;179;257581;223;100236;483;233383;1117;634642;
712868;Dvo¯iötÏ;629;2459716;248;1935219;0;0;0;0;20;17427;0;0;152;352412;7;10129;99;29496;45;43827;58;71206;
712876;Osek;434;4675888;133;2059087;0;0;0;0;49;29338;2;11456;34;97460;18;2149201;9;17451;82;60897;107;250998;
712884;Osek u Milevska;656;5285892;94;2660349;0;0;0;0;83;71008;1;2590;93;1123341;96;1118927;18;44029;128;68702;143;196946;
712892;Jemnice u Oseka;1497;2919455;641;1980673;0;0;0;0;72;79225;0;0;185;157447;189;471011;57;21398;63;34058;290;175643;
712906;Mal· Turn·;735;3325757;280;1383628;0;0;0;0;40;37852;1;3626;109;134724;25;1490543;60;35100;55;29266;165;211018;
712914;Osek u Radomyöle;1031;3167297;329;1840230;0;0;0;0;80;75430;0;0;101;99168;25;768198;49;93814;167;57792;280;232665;
712922;Petrovice u Oseka;712;1968240;231;1300000;0;0;0;0;20;18622;0;0;140;341644;39;106895;92;22495;27;18927;163;159657;
712931;Velk· Turn·;1796;7536140;675;2980066;0;0;0;0;77;71339;1;4662;301;581088;78;2282995;161;1198410;176;63415;327;354165;
732541;DolnÌ MÏcholupy;3083;4660201;510;2362702;0;0;0;0;371;175077;6;20541;106;156663;24;91608;49;20699;917;423712;1100;1409199;
732583;HornÌ MÏcholupy;2839;2250970;89;148527;0;0;0;0;296;169334;0;0;0;0;3;34480;4;3208;850;253568;1597;1641853;
732613;Petrovice;1886;1786441;61;508735;0;0;0;0;383;217188;0;0;50;61920;34;72108;87;153363;499;155702;772;617425;
732630;Prachatice;8223;20347507;256;1495788;0;0;0;0;1138;553980;30;132512;839;2315761;138;11730441;97;100454;3346;611629;2379;3406942;
732711;StarÈ Prachatice;1452;3395853;253;1238018;0;0;0;0;82;59145;15;50565;262;854204;122;782531;142;22107;119;42059;457;347224;
732737;Kahov;694;1641178;72;284290;0;0;0;0;55;45391;8;17807;126;568458;87;423018;16;5987;67;14250;263;281977;
732745;Oseky;694;1735494;20;88150;0;0;0;0;34;33842;4;13800;199;734642;95;583053;25;67407;69;18228;248;196372;
732753;St·dla;150;867312;3;7075;0;0;0;0;0;0;0;0;48;333227;45;475789;0;0;4;1906;50;49315;
732761;Volovice;533;3578227;2;3069;0;0;0;0;2;2278;0;0;80;673880;175;2232377;5;32217;24;6424;245;627982;
732770;Pr·cheÚ;1140;2295651;20;14613;0;0;0;0;196;92232;0;0;352;889076;28;1002920;7;2352;291;59013;246;235445;
732788;BezdÏkov u Prachomet;549;5223439;102;1777784;0;0;0;0;17;9605;0;0;163;1586724;78;1535094;19;53597;43;30716;127;229919;
732796;Prachomety;562;6198847;85;2025021;0;0;0;0;49;40954;0;0;202;2110386;47;1505221;34;138995;52;42068;93;336202;
732800;Prachovice;2290;5324446;341;1634702;0;0;0;0;243;108684;10;35102;161;301322;75;1538395;11;16308;671;179698;778;1510235;
732826;Praköice;2798;9600772;867;3788680;0;0;0;0;284;170483;31;53236;371;922312;43;3056782;33;386586;485;180102;684;1042591;
732842;Prameny;735;24605693;17;1242898;0;0;0;0;44;30141;0;0;114;4843747;137;17446952;47;159813;89;32335;287;849807;
732851;Prapo¯iötÏ;1952;4999723;676;2021904;0;0;0;0;203;142997;0;0;411;1061133;82;1395874;78;16711;257;83800;245;277304;
732869;Kobylice;1138;6171508;450;1930938;0;0;0;0;118;95844;0;0;150;303304;51;3312190;38;240303;121;58748;210;230181;
732885;Prasek;1448;6264838;124;4311724;0;0;0;0;352;262841;23;62889;102;196683;41;909923;41;32055;407;180781;358;307942;
732893;Zdechovice u NovÈho Bydûova;647;5425328;277;2174627;0;0;0;0;93;101166;3;18304;5;11102;31;2922939;26;8617;90;54156;122;134417;
732907;PrasetÌn;523;3402304;88;1529660;0;0;0;0;44;59915;1;4613;80;500368;79;886027;23;49024;56;35263;152;337434;
732915;PraskaËka;1163;5402134;350;4688144;0;0;0;0;246;125232;1;2776;2;2748;0;0;30;28371;332;125092;202;429771;
732923;Urbanice u PraskaËky;573;2254349;144;1785908;0;0;0;0;128;89527;18;111505;8;18208;8;30073;26;18994;151;63350;90;136784;
732931;VlËkovice u PraskaËky;464;2365229;152;2150185;0;0;0;0;72;43465;0;0;3;1389;0;0;13;4930;89;49741;135;115519;
732940;Praskolesy;1554;5105937;136;3818556;0;0;0;0;388;191415;3;9772;124;303998;22;105707;41;110568;454;121019;386;444902;
732958;Praön˝ ⁄jezd;519;2848422;132;2328734;0;0;0;0;128;82790;0;0;26;104575;7;69918;5;4913;117;54810;104;202682;
732974;PravËice;1500;6992706;453;5439345;0;0;0;0;286;230697;17;55329;14;53464;3;34412;19;100311;379;145197;329;933951;
732982;PravÏtice;929;4324061;182;2531103;0;0;0;0;65;51087;0;0;161;645451;239;638933;39;56260;75;30804;168;370423;
732991;Pravice;1855;9927303;832;6596804;0;0;8;48212;84;36589;12;12876;49;84601;193;2247694;9;37760;207;81416;461;781351;
733008;PravÌkov;1548;10827575;445;2022515;0;0;0;0;42;32046;0;0;320;752332;222;7104035;57;431533;112;40817;350;444297;
733016;Pravlov;1438;2912319;213;753274;0;0;233;1122232;188;143701;3;7284;24;61050;35;160247;3;75083;307;73765;432;515683;
733032;PravonÌn;1261;11381328;100;6547748;0;0;0;0;174;138500;1;34594;160;1240072;218;2711056;35;92558;283;125493;290;491307;
